Messagenumber;ProducerSendTime;Consumer&ProducerSendTime;ConsumerTime;
159; ;14.527900;16.359000; 
160 ;26.625900;18.245000; 
160; ;18.648700;17.670900; 
161 ;11.101100;14.399700; 
161; ;16.147400;19.638100; 
162 ;15.392500;17.811100; 
162; ;19.250000;13.851200; 
163 ;32.796700;17.857400; 
163; ;15.878500;17.228400; 
164 ;21.688900;22.707800; 
164; ;21.312600;21.826300; 
165 ;25.763200;15.926400; 
165; ;17.667200;23.365700; 
166 ;17.019000;22.282600; 
166; ;18.887600;14.544200; 
167 ;17.178500;13.959100; 
167; ;16.624200;8.776300; 
168 ;15.962000;20.962500; 
168; ;17.328900;19.189600; 
169 ;20.800000;23.249200; 
169; ;16.870900;14.523300; 
170 ;3.222700;17.346700; 
170; ;32.414400;35.978900; 
171 ;18.820500;18.107300; 
171; ;14.699900;14.967500; 
172 ;10.880700;31.824000; 
172; ;15.185400;13.097300; 
173 ;16.364100;18.227200; 
173; ;11.522200;12.724300; 
174 ;17.675300;16.332900; 
174; ;23.842500;28.650600; 
175 ;18.945800;15.977300; 
175; ;16.498600;15.531700; 
176 ;15.141300;9.599200; 
176; ;16.371100;14.338300; 
177 ;18.599200;14.615100; 
177; ;16.786900;18.705000; 
178 ;14.717500;16.241500; 
178; ;13.268200;13.236300; 
179 ;15.889500;19.070400; 
179; ;18.156100;13.910900; 
180 ;21.135400;15.885600; 
180; ;9.621900;9.818700; 
181 ;18.520200;17.244300; 
181; ;17.765500;23.111200; 
182 ;13.768600;16.399800; 
182; ;15.159300;5.877600; 
183 ;13.695100;19.107000; 
183; ;13.171300;20.888300; 
184 ;14.677500;16.956800; 
184; ;25.939100;23.238500; 
185 ;13.237600;14.631000; 
185; ;19.089400;19.751300; 
186 ;14.415400;12.868900; 
186; ;18.395500;19.511300; 
187 ;11.561900;14.877700; 
187; ;18.186700;18.059400; 
188 ;17.017900;18.213800; 
188; ;16.171200;15.356700; 
189 ;10.350500;15.058800; 
189; ;16.079100;10.539800; 
190 ;13.455700;13.904700; 
190; ;15.162700;14.823200; 
191 ;15.036600;12.489100; 
191; ;16.324500;18.421700; 
192 ;13.105400;17.617700; 
192; ;14.245400;15.821100; 
193 ;11.772900;14.679600; 
193; ;8.267200;8.709100; 
194 ;15.575400;10.192600; 
194; ;14.641100;10.443800; 
195 ;14.080700;11.705300; 
195; ;16.149400;16.579300; 
196 ;12.009100;16.047900; 
196; ;19.086300;21.502000; 
197 ;17.565200;15.536400; 
197; ;15.692500;19.476400; 
198 ;19.824700;23.975200; 
198; ;11.628900;12.438700; 
199 ;12.586800;14.128900; 
199; ;19.740800;15.894000; 
200 ;15.519200;16.375800; 
200; ;14.175100;17.968600; 
201 ;20.296700;16.328200; 
201; ;15.622100;13.164200; 
202 ;18.024200;14.110700; 
202; ;20.343300;18.307000; 
203 ;20.589900;14.647200; 
203; ;13.015800;17.739800; 
204 ;23.181600;16.907500; 
204; ;15.128500;16.147100; 
205 ;14.271400;20.513100; 
205; ;17.566300;17.150700; 
206 ;10.571500;18.834500; 
206; ;14.288600;10.037700; 
207 ;25.657200;18.961700; 
207; ;21.543100;19.919600; 
208 ;19.704900;16.261700; 
208; ;19.412000;21.611600; 
209 ;17.250900;14.205100; 
209; ;15.333800;16.004900; 
210 ;13.984000;17.847800; 
210; ;12.818600;11.763900; 
211 ;20.276000;14.601800; 
211; ;16.767600;14.252300; 
212 ;13.743300;11.574300; 
212; ;16.770000;16.865300; 
213 ;19.766000;18.760800; 
213; ;17.575500;19.973400; 
214 ;13.308800;12.789900; 
214; ;19.901300;20.878100; 
215 ;18.782100;17.404700; 
215; ;14.919800;22.988100; 
216 ;11.825600;11.691600; 
216; ;15.351600;13.127400; 
217 ;11.627100;15.156900; 
217; ;15.976200;13.054700; 
218 ;8.033100;15.327200; 
218; ;13.647600;10.943400; 
219 ;18.490900;20.363200; 
219; ;14.143900;19.903100; 
220 ;12.656900;17.157100; 
220; ;15.493300;12.546900; 
221 ;12.338600;14.439300; 
221; ;14.281600;13.851200; 
222 ;15.150900;12.110300; 
222; ;12.590300;19.951200; 
223 ;9.545000;15.346200; 
223; ;15.127400;14.303600; 
224 ;13.195100;16.757900; 
224; ;18.097400;13.727400; 
225 ;16.627400;10.459800; 
225; ;15.849600;9.959600; 
226 ;13.049300;18.544900; 
226; ;15.783500;14.616900; 
227 ;11.711800;16.722700; 
227; ;25.365700;25.884900; 
228 ;13.359300;14.617400; 
228; ;17.344500;18.447600; 
229 ;16.411600;11.860300; 
229; ;15.560000;12.613600; 
230 ;9.636900;26.110800; 
230; ;13.072300;14.894100; 
231 ;15.481100;22.125800; 
231; ;22.289000;29.087700; 
232 ;8.398000;16.339500; 
232; ;17.691900;14.243600; 
233 ;14.401700;16.122400; 
233; ;17.891200;16.918400; 
234 ;13.275900;22.912100; 
234; ;16.714100;19.222700; 
235 ;8.681700;8.674200; 
235; ;15.850400;16.440500; 
236 ;20.961600;13.923800; 
236; ;19.176800;14.544400; 
237 ;10.091000;12.549600; 
237; ;15.925300;26.351300; 
238 ;13.494900;16.788200; 
238; ;21.096000;12.579300; 
239 ;10.520000;18.111600; 
239; ;18.303200;13.784600; 
240 ;14.467700;16.387400; 
240; ;14.579500;21.102700; 
241 ;15.133400;22.960900; 
241; ;14.074500;14.533500; 
242 ;13.429000;16.612200; 
242; ;15.941100;17.089200; 
243 ;16.666300;15.543300; 
243; ;13.863800;13.668900; 
244 ;16.553200;15.882100; 
244; ;17.380900;10.128900; 
245 ;9.298100;19.100700; 
245; ;13.727000;16.395300; 
246 ;12.477300;18.165700; 
246; ;17.489800;17.106700; 
247 ;17.566300;13.364600; 
247; ;17.166100;19.383900; 
248 ;14.288700;15.096600; 
248; ;13.053500;15.608000; 
249 ;16.608600;20.372100; 
249; ;14.995000;17.691200; 
250 ;15.460200;16.517300; 
250; ;10.285600;12.713600; 
251 ;13.098000;17.419400; 
251; ;17.177000;8.467000; 
252 ;14.089200;19.265700; 
252; ;19.637700;16.498700; 
253 ;12.178000;27.250400; 
253; ;19.067500;23.290900; 
254 ;12.863100;9.355800; 
254; ;20.196700;17.862000; 
255 ;12.380100;17.446900; 
255; ;16.402400;14.047500; 
256 ;11.574900;18.546300; 
256; ;13.030700;14.517400; 
257 ;13.828200;14.577900; 
257; ;15.339300;22.785800; 
258 ;13.189800;17.669400; 
258; ;19.214100;16.663300; 
259 ;6.295900;14.053700; 
259; ;23.885500;17.729800; 
260 ;14.619800;25.696300; 
260; ;11.614000;13.323100; 
261 ;14.253200;25.687600; 
261; ;17.439200;18.478900; 
262 ;15.908700;12.597400; 
262; ;18.472100;22.668100; 
263 ;16.145400;13.745700; 
263; ;14.594300;11.365700; 
264 ;15.362700;22.499100; 
264; ;19.119000;19.098100; 
265 ;17.790400;17.237200; 
265; ;20.409700;17.849000; 
266 ;14.054600;17.772000; 
266; ;14.137000;14.089600; 
267 ;10.469700;14.191400; 
267; ;16.695100;16.252800; 
268 ;23.496100;17.893100; 
268; ;19.568600;19.485900; 
269 ;8.492300;21.013800; 
269; ;11.333900;14.877400; 
270 ;10.307300;12.271900; 
270; ;24.468300;18.805200; 
271 ;13.985500;18.085600; 
271; ;11.050000;14.223700; 
272 ;9.539800;18.118700; 
272; ;17.751800;19.364000; 
273 ;26.474400;16.836000; 
273; ;11.248200;11.854100; 
274 ;15.341400;17.340100; 
274; ;16.724600;15.490400; 
275 ;15.390700;12.464500; 
275; ;16.650200;15.883800; 
276 ;14.853400;14.410200; 
276; ;16.492800;17.135900; 
277 ;22.295100;23.095400; 
277; ;11.410200;11.837100; 
278 ;12.859700;11.275900; 
278; ;20.933700;20.297400; 
279 ;13.822100;16.217000; 
279; ;16.841900;17.086900; 
280 ;15.893400;16.066200; 
280; ;15.833600;13.370100; 
281 ;20.832700;14.329000; 
281; ;18.531600;23.404900; 
282 ;14.083700;15.357200; 
282; ;13.526700;12.512900; 
283 ;18.027500;14.450400; 
283; ;17.675500;12.456600; 
284 ;10.391500;16.201700; 
284; ;16.157400;15.362400; 
285 ;20.332300;15.425900; 
285; ;15.913000;19.886100; 
286 ;14.945500;18.964700; 
286; ;18.437200;20.919000; 
287 ;8.267500;10.780900; 
287; ;15.282300;21.045800; 
288 ;16.597000;12.794400; 
288; ;23.592300;15.377400; 
289 ;15.799400;18.452100; 
289; ;17.612200;19.879000; 
290 ;14.528300;18.327200; 
290; ;20.494800;22.962300; 
291 ;16.569700;18.778500; 
291; ;22.075900;19.186800; 
292 ;15.754600;16.125500; 
292; ;18.106500;17.407400; 
293 ;17.129100;27.339300; 
293; ;19.776900;18.286700; 
294 ;8.236500;14.155800; 
294; ;15.702500;14.188000; 
295 ;12.166400;18.838000; 
295; ;12.086300;13.721600; 
296 ;13.002900;17.574400; 
296; ;14.494100;19.795800; 
297 ;16.618600;12.986500; 
297; ;20.541600;14.532900; 
298 ;12.264000;15.385600; 
298; ;11.870400;15.921600; 
299 ;16.249800;16.624700; 
299; ;20.461700;13.604100; 
300 ;11.827500;13.750400; 
300; ;12.588500;19.488600; 
301 ;9.226600;13.319300; 
301; ;17.679900;13.045800; 
302 ;21.283500;12.478600; 
302; ;16.260900;20.517100; 
303 ;7.756600;13.990400; 
303; ;16.600900;17.062900; 
304 ;11.876500;17.865800; 
304; ;15.063800;13.885800; 
305 ;14.071000;15.538700; 
305; ;18.480800;18.042900; 
306 ;11.117500;17.161300; 
306; ;16.338100;18.745700; 
307 ;18.347600;21.641900; 
307; ;16.607400;17.854700; 
308 ;10.975800;15.579700; 
308; ;18.254200;12.112000; 
309 ;17.969200;16.737000; 
309; ;12.319300;16.992000; 
310 ;17.129500;17.156000; 
310; ;13.662500;10.029800; 
311 ;13.156300;16.236300; 
311; ;13.420700;14.061400; 
312 ;15.028100;15.516600; 
312; ;13.997300;16.975500; 
313 ;12.365400;16.966900; 
313; ;22.692100;17.211800; 
314 ;14.784000;14.785000; 
314; ;14.492500;17.758600; 
315 ;14.056900;18.193000; 
315; ;12.173100;11.108000; 
316 ;17.625600;15.896700; 
316; ;18.177300;17.269400; 
317 ;13.027400;16.429300; 
317; ;17.959900;14.091700; 
318 ;12.096100;13.163600; 
318; ;13.941300;17.740500; 
319 ;14.597600;16.403100; 
319; ;13.107400;17.673900; 
320 ;12.039900;17.108700; 
320; ;23.163900;17.906900; 
321 ;17.218900;14.680700; 
321; ;11.896700;12.357700; 
322 ;18.380900;15.176200; 
322; ;10.073400;14.424200; 
323 ;13.619100;15.742300; 
323; ;13.817800;9.646800; 
324 ;16.452300;18.489700; 
324; ;17.947200;20.959300; 
325 ;11.333500;21.738100; 
325; ;10.989400;13.044300; 
326 ;11.500900;15.651200; 
326; ;13.919200;6.785300; 
327 ;8.741600;16.954800; 
327; ;17.446100;16.840900; 
328 ;9.924000;8.844000; 
328; ;15.968100;23.530100; 
329 ;14.019200;15.856900; 
329; ;13.499300;20.949000; 
330 ;14.796200;14.011400; 
330; ;11.456300;13.428100; 
331 ;12.403900;19.376300; 
331; ;20.717700;9.926900; 
332 ;8.984200;12.756800; 
332; ;12.477500;10.753100; 
333 ;18.569400;19.737500; 
333; ;11.841900;35.853200; 
334 ;10.908000;13.849300; 
334; ;36.435200;15.880900; 
335 ;10.698300;30.568200; 
335; ;14.003300;11.983900; 
336 ;17.417900;13.953300; 
336; ;14.064200;13.839700; 
337 ;14.467500;12.398600; 
337; ;15.615600;11.851100; 
338 ;10.828800;13.446600; 
338; ;19.630500;18.941000; 
339 ;12.272800;15.216900; 
339; ;13.153900;16.471300; 
340 ;10.762800;15.531000; 
340; ;15.295300;15.043500; 
341 ;14.528800;18.879900; 
341; ;18.661800;15.120800; 
342 ;12.631400;15.071100; 
342; ;15.138500;17.894700; 
343 ;16.704600;17.584900; 
343; ;12.873300;15.657000; 
344 ;19.820700;12.217400; 
344; ;16.537500;12.810900; 
345 ;11.004800;14.964500; 
345; ;15.674400;13.588000; 
346 ;13.920300;14.463700; 
346; ;15.975500;17.356200; 
347 ;14.378100;18.681400; 
347; ;10.567500;7.594300; 
348 ;14.925000;16.779000; 
348; ;15.449300;17.555600; 
349 ;17.922300;21.135400; 
349; ;18.130300;20.293900; 
350 ;12.793400;14.535700; 
350; ;20.675300;23.670100; 
351 ;9.294900;18.504300; 
351; ;14.734000;17.681700; 
352 ;14.304300;12.146200; 
352; ;26.217000;21.822300; 
353 ;12.329900;19.494000; 
353; ;16.414000;14.543600; 
354 ;12.957000;20.768900; 
354; ;16.475400;19.491500; 
355 ;16.426100;21.050100; 
355; ;15.181500;13.683300; 
356 ;16.101500;11.317900; 
356; ;14.711600;17.345800; 
357 ;10.514400;12.169700; 
357; ;17.782000;13.050100; 
358 ;14.030900;12.874200; 
358; ;17.460000;17.588600; 
359 ;13.996300;15.114900; 
359; ;15.408200;14.569400; 
360 ;14.228100;15.109600; 
360; ;12.829000;15.224200; 
361 ;8.419600;13.323800; 
361; ;18.032100;19.485500; 
362 ;11.488000;16.272900; 
362; ;14.011000;12.395900; 
363 ;14.468800;14.072900; 
363; ;15.207500;12.498200; 
364 ;11.902300;15.217400; 
364; ;14.576000;18.650000; 
365 ;11.620200;15.668100; 
365; ;14.646900;13.458900; 
366 ;15.695200;15.403900; 
366; ;14.988100;15.487900; 
367 ;18.908400;17.738600; 
367; ;16.328100;11.983600; 
368 ;16.618200;18.629400; 
368; ;20.844700;26.304300; 
369 ;19.603900;14.395600; 
369; ;12.679300;13.302300; 
370 ;13.181300;19.330100; 
370; ;14.544700;19.615700; 
371 ;10.150800;22.700900; 
371; ;14.361400;10.603900; 
372 ;13.559800;13.388900; 
372; ;24.235200;19.787400; 
373 ;15.007300;12.681300; 
373; ;15.561300;18.192300; 
374 ;14.265600;15.870600; 
374; ;12.251000;12.950900; 
375 ;16.883200;15.425900; 
375; ;10.926600;15.087700; 
376 ;15.753800;19.902500; 
376; ;14.809500;9.905200; 
377 ;15.344500;14.898500; 
377; ;13.940200;12.562600; 
378 ;17.167700;12.325200; 
378; ;15.128200;10.930200; 
379 ;7.826000;14.703900; 
379; ;18.941900;22.937200; 
380 ;17.173500;16.063900; 
380; ;13.865700;11.116200; 
381 ;14.416600;15.841200; 
381; ;18.713000;22.917600; 
382 ;10.723400;13.073700; 
382; ;14.746300;15.310800; 
383 ;13.551100;12.517700; 
383; ;18.770300;17.762900; 
384 ;13.503700;10.694000; 
384; ;15.482100;11.594900; 
385 ;21.867200;15.126300; 
385; ;15.690600;23.766100; 
386 ;16.040900;13.801500; 
386; ;17.819000;13.583500; 
387 ;11.574100;12.429400; 
387; ;18.397300;18.158200; 
388 ;17.457500;19.128600; 
388; ;14.400900;14.277300; 
389 ;15.548000;21.380000; 
389; ;14.925000;11.775300; 
390 ;10.602700;16.665500; 
390; ;17.381400;21.699800; 
391 ;12.194200;12.589000; 
391; ;18.912400;20.995300; 
392 ;9.582400;15.395400; 
392; ;15.832900;16.156100; 
393 ;10.447200;11.835500; 
393; ;16.084100;8.905700; 
394 ;17.499100;19.543400; 
394; ;16.531400;21.906800; 
395 ;13.440400;19.688900; 
395; ;18.758300;14.820700; 
396 ;27.946300;20.115600; 
396; ;24.088100;29.813600; 
397 ;17.213900;15.370000; 
397; ;14.619500;16.203600; 
398 ;21.523500;36.134100; 
398; ;17.232400;11.400200; 
399 ;13.677600;20.640800; 
399; ;21.196100;16.385600; 
400 ;7.837700;15.051000; 
400; ;16.143400;17.995500; 
401 ;19.121600;27.767000; 
401; ;13.889900;20.388800; 
402 ;10.768600;21.228300; 
402; ;24.677200;21.083400; 
403 ;11.606600;16.095900; 
403; ;22.965800;24.684800; 
404 ;11.925500;12.513300; 
404; ;14.058200;14.433600; 
405 ;11.393300;15.093400; 
405; ;19.388700;20.227500; 
406 ;16.247200;14.915400; 
406; ;14.721300;13.598100; 
407 ;10.468400;20.731600; 
407; ;14.677900;12.152500; 
408 ;12.981800;19.107600; 
408; ;14.290500;14.830900; 
409 ;11.042700;16.249600; 
409; ;14.738600;13.002500; 
410 ;13.057200;15.600200; 
410; ;17.134800;18.517100; 
411 ;15.929400;15.734700; 
411; ;16.854800;23.487500; 
412 ;12.985400;12.897500; 
412; ;19.798100;25.047700; 
413 ;11.081800;12.892600; 
413; ;25.466200;11.973400; 
414 ;8.212100;19.796200; 
414; ;15.638900;22.476900; 
415 ;16.172200;25.352500; 
415; ;15.138300;18.710700; 
416 ;15.178500;15.212600; 
416; ;23.800100;13.471000; 
417 ;17.089100;16.304300; 
417; ;18.494400;19.270700; 
418 ;18.965800;21.005600; 
418; ;10.918900;9.733900; 
419 ;19.112900;13.967800; 
419; ;9.131900;11.362900; 
420 ;14.273600;17.651900; 
420; ;12.403200;29.932000; 
421 ;17.770400;15.989400; 
421; ;36.282000;16.663600; 
422 ;12.398800;35.337400; 
422; ;15.336400;17.565200; 
423 ;12.775700;17.341800; 
423; ;16.230400;15.686800; 
424 ;12.314400;16.395600; 
424; ;19.679700;20.278800; 
425 ;16.530500;13.706400; 
425; ;17.436300;15.436100; 
426 ;13.692400;15.340800; 
426; ;11.978300;16.491000; 
427 ;13.152200;14.235000; 
427; ;15.231600;15.401700; 
428 ;12.940700;14.089800; 
428; ;16.606300;17.545000; 
429 ;19.092000;13.129100; 
429; ;22.102700;16.116600; 
430 ;17.629100;15.401300; 
430; ;19.026000;21.958500; 
431 ;12.781100;22.409300; 
431; ;16.200400;18.462600; 
432 ;10.964700;15.694800; 
432; ;19.992000;18.227100; 
433 ;11.729500;17.801900; 
433; ;12.567000;16.916700; 
434 ;12.831900;18.444700; 
434; ;16.028400;16.113300; 
